식품명,식품대분류명,대표식품명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),식품중량
깻잎찜,찜류,깻잎찜,100ml,59,4,1.82,8.23,32.1
깻잎찜,찜류,깻잎찜,100ml,60,2.98,1.87,9.07,30ml
깻잎찜,찜류,깻잎찜,100g,97,5.21,5.86,5.96,100g
깻잎튀김,튀김류,깻잎튀김,100ml,238,7,13.75,20.56,60.3
깐풍기,튀김류,깐풍기,100ml,156,16.1,6.23,6.93,164.2
깐풍새우,튀김류,깐풍새우,100g,240,8.15,13.86,20.56,100g
깨죽,죽 및 스프류,깨죽,100g,64,1.71,1.99,9.91,800g
깨찰빵_깨찰빵,빵 및 과자류,깨찰빵,100g,375,4.17,,,48g
깨찰빵_깨찰빵,빵 및 과자류,깨찰빵,100g,302,4,,,50g
깨찰빵_씨앗찰빵,빵 및 과자류,깨찰빵,100g,366,6,,,100g
깨찰빵_우리찹쌀모카찰떡빵,빵 및 과자류,깨찰빵,100g,285,7,,,210g
깨찰빵_쫀득고소한 추억의 찰깨빵,빵 및 과자류,깨찰빵,100g,329,2.86,,,70g
깨찰빵_쫀득쫀득한찰깨빵,빵 및 과자류,깨찰빵,100g,373,3.64,12.73,63.64,55g
깨찰빵_쫀득쫀득한찰깨빵 (2개입),빵 및 과자류,깨찰빵,100g,373,3.64,12.73,63.64,110g
깨찰빵_쫀득한모카찰깨빵,빵 및 과자류,깨찰빵,100g,357,4.29,,,70g
깻잎김치,김치류,깻잎김치,100g,62,2.82,1.72,8.92,50g
깻잎김치,김치류,깻잎김치,100ml,45,3.1,1.19,7.35,115.3
깻잎김치,김치류,깻잎김치,100ml,41,3.2,0.79,7.13,46.3
깻잎김치,김치류,깻잎김치,100ml,45,3.1,1.19,7.35,115.3
깻잎김치,김치류,깻잎김치,100g,83,3.44,2.44,11.77,100g
깻잎나물,나물·숙채류,깻잎나물,100ml,33,2.1,1.33,4.21,50ml
깻잎나물,나물·숙채류,깻잎나물,100g,146,4.23,11.49,6.42,100g
김치찌개_햄,찌개 및 전골류,김치찌개,100ml,37,2.6,1.66,2.92,201.7
김치찌개_햄,찌개 및 전골류,김치찌개,100g,31,1.47,1.39,3.17,300g
김치찌개_햄,찌개 및 전골류,김치찌개,100ml,39,2.8,1.74,3.27,201.7
김치찜_간편조리세트_돼지고기 김치찜,찜류,김치찜,100g,97,10.14,3.67,5.75,700g
김치찜_간편조리세트_돼지고기 묵은지찜,찜류,김치찜,100g,52,4.9,2.26,2.99,670g
김치찜_돼지고기,찜류,김치찜,100ml,88,6.54,4.7,4.62,350ml
김치찜_돼지고기,찜류,김치찜,100ml,63,4.8,2.7,4.78,350ml
김치찜_돼지고기,찜류,김치찜,100ml,77,7.11,4.05,2.63,150ml
김치찜_돼지고기,찜류,김치찜,100ml,82,5.8,5,3.17,170ml
김치찜_돼지고기_두부,찜류,김치찜,100ml,44,3.8,1.91,2.86,270ml
김튀김,튀김류,김튀김,100g,522,11,28.9,54.36,50g
깍두기,김치류,깍두기,100g,33,1.56,1.06,4.24,50g
깍두기,김치류,깍두기,100ml,23,1.1,0.27,4.59,47.4
깍두기,김치류,깍두기,100g,40,1.36,0.21,8.27,
깐쇼새우,튀김류,깐쇼새우,100ml,150,7.9,6.28,14.7,330ml
깐풍기,튀김류,깐풍기,100ml,190,13.3,7.7,16.42,180ml
깐풍기,튀김류,깐풍기,100ml,156,16,6.22,7.07,75.3
깐풍기,튀김류,깐풍기,100ml,156,16,6.22,7.07,75.3
김치찌개_돼지고기,찌개 및 전골류,김치찌개,100ml,61,4.75,2.63,4.5,350ml
김치찌개_돼지고기_두부,찌개 및 전골류,김치찌개,100ml,41,4.1,1.62,2.35,165.4
김치찌개_돼지고기_두부,찌개 및 전골류,김치찌개,100ml,35,3.3,1.33,2.36,290ml
김치찌개_돼지고기_두부,찌개 및 전골류,김치찌개,100ml,30,3.4,0.92,1.81,365ml
김치찌개_돼지고기_두부,찌개 및 전골류,김치찌개,100ml,42,4.2,1.67,2.34,124.7
김치찌개_삼겹살,찌개 및 전골류,김치찌개,100ml,78,3.5,5.56,2.98,240ml
김치찌개_삼겹살,찌개 및 전골류,김치찌개,100ml,74,3.4,5.47,2.59,240ml
김치찌개_삼겹살,찌개 및 전골류,김치찌개,100ml,78,3.5,5.56,2.98,240ml
김치찌개_어묵,찌개 및 전골류,김치찌개,100ml,43,2.9,1.6,4.28,313.8
김치찌개_어묵,찌개 및 전골류,김치찌개,100g,38,1.82,0.59,6.31,260g
김치찌개_참치,찌개 및 전골류,김치찌개,100ml,36,4.61,0.98,2.28,190ml
김치찌개_참치,찌개 및 전골류,김치찌개,100ml,44,3.9,2.02,2.52,240ml
김치찌개_참치,찌개 및 전골류,김치찌개,100ml,37,4.78,1.01,2.16,150ml
김치찌개_참치,찌개 및 전골류,김치찌개,100g,51,3.59,2.82,2.9,300g
김치찌개_참치,찌개 및 전골류,김치찌개,100ml,39,4.69,1.12,2.44,270ml
김치찌개_햄,찌개 및 전골류,김치찌개,100ml,37,3.9,1.27,2.47,240ml
김치찌개_햄,찌개 및 전골류,김치찌개,100ml,44,2.7,1.68,4.65,297.5
김치찌개_햄,찌개 및 전골류,김치찌개,100g,63,3.7,3.47,4.23,300g
김치전_오징어,전·적 및 부침류,김치전,100ml,162,5.5,5.81,20.48,65ml
김치전_해물,전·적 및 부침류,김치전,100ml,68,2.9,2.62,7.52,240ml
김치전_해물,전·적 및 부침류,김치전,100ml,96,4.32,3.5,10.88,120ml
김치전골,찌개 및 전골류,김치전골,100ml,40,3,1.02,4.91,550ml
김치전골,찌개 및 전골류,김치전골,100g,73,3.12,4.23,5.68,270g
김치찌개,찌개 및 전골류,김치찌개,100ml,19,1.2,0.53,2.33,200ml
김치찌개,찌개 및 전골류,김치찌개,100ml,19,1.2,0.53,2.33,200ml
김치찌개,찌개 및 전골류,김치찌개,100ml,19,1.2,0.53,2.33,200ml
김치찌개,찌개 및 전골류,김치찌개,100ml,19,1.2,0.53,2.33,200ml
김치찌개,찌개 및 전골류,김치찌개,100g,61,3.77,3.75,2.98,400g
김치찌개_김치만,찌개 및 전골류,김치찌개,100g,46,1.55,3.09,2.95,100g
김치찌개_꽁치,찌개 및 전골류,김치찌개,100ml,45,4.1,2.21,2.06,240ml
김치찌개_꽁치,찌개 및 전골류,김치찌개,100ml,45,4.1,2.21,2.06,240ml
김치찌개_꽁치,찌개 및 전골류,김치찌개,100ml,47,4.3,2.3,2.44,240ml
김치찌개_꽁치,찌개 및 전골류,김치찌개,100g,89,7.14,5.18,3.54,270g
김치찌개_돼지고기,찌개 및 전골류,김치찌개,100g,45,4.25,2.71,1.04,200g
김치찌개_돼지고기,찌개 및 전골류,김치찌개,100ml,41,3.74,1.77,2.6,270ml
김치찌개_돼지고기,찌개 및 전골류,김치찌개,100ml,38,3.87,1.48,2.17,150ml
김치볶음_참치,볶음류,김치볶음,100g,122,8.33,6.68,7.12,100g
김치볶음_참치,볶음류,김치볶음,100ml,64,5,2.85,4.73,150ml
김치볶음_햄,볶음류,김치볶음,100ml,188,11.2,11.4,9.47,28.2
김치볶음_햄,볶음류,김치볶음,100ml,91,4.2,6.81,3.23,157.4
김치순두부,찌개 및 전골류,김치순두부,100ml,42,4.7,1.8,1.54,100ml
김치순두부,찌개 및 전골류,김치순두부,100ml,42,4.7,1.8,1.54,100ml
김치순두부,찌개 및 전골류,김치순두부,100ml,42,4.7,1.8,1.54,100ml
김치순두부,찌개 및 전골류,김치순두부,100ml,42,4.7,1.8,1.54,100ml
김치순두부_돼지고기,찌개 및 전골류,김치순두부,100ml,26,3,0.89,1.48,270ml
김치순두부_바지락,찌개 및 전골류,김치순두부,100ml,50,5.7,1.78,2.48,166.4
김치순두부_바지락,찌개 및 전골류,김치순두부,100ml,37,4.2,1.39,1.58,480ml
김치순두부_해물,찌개 및 전골류,김치순두부,100ml,35,4,1.36,1.65,270ml
김치순두부_해물,찌개 및 전골류,김치순두부,100ml,35,4,1.36,1.65,270ml
김치순두부_해물,찌개 및 전골류,김치순두부,100ml,35,4,1.36,1.65,270ml
김치전,전·적 및 부침류,김치전,100g,134,5.05,4.2,19.01,150g
김치전,전·적 및 부침류,김치전,100ml,122,3.03,3.1,19.35,180ml
김치전,전·적 및 부침류,김치전,100ml,164,5.1,7.4,18.09,40ml
김치전,전·적 및 부침류,김치전,100ml,126,3.6,5.03,15.56,70ml
김치만두,면 및 만두류,김치만두,100ml,130,8.7,3.3,15.15,315ml
김치볶음,볶음류,김치볶음,100g,106,1.38,7.94,7.27,100g
김치볶음,볶음류,김치볶음,100ml,38,1.2,1.74,4.34,80ml
김치볶음,볶음류,김치볶음,100ml,38,1.2,1.74,4.34,80ml
김치볶음,볶음류,김치볶음,100ml,38,1.2,1.74,4.34,80ml
김치볶음,볶음류,김치볶음,100ml,60,1.6,3.16,6.28,80ml
김치볶음_김치,볶음류,김치볶음,100ml,54,1.39,3,5.51,80ml
김치볶음_김치,볶음류,김치볶음,100ml,34,0.98,1.62,3.76,80ml
김치볶음_김치_참치,볶음류,김치볶음,100ml,66,5.93,2.4,4.95,210ml
김치볶음_김치_참치,볶음류,김치볶음,100ml,57,5.95,1.75,4.28,150ml
김치볶음_김치만,볶음류,김치볶음,100g,132,2.63,10.35,7.17,100g
김치볶음_돼지고기,볶음류,김치볶음,100ml,58,2.4,3.34,4.6,100ml
김치볶음_돼지고기,볶음류,김치볶음,100ml,161,8.8,10.42,7.34,35.8
김치볶음_돼지고기,볶음류,김치볶음,100ml,167,8.8,10.42,8.74,35.8
김치볶음_돼지고기,볶음류,김치볶음,100ml,58,2.4,3.34,4.6,100ml
김치볶음_참치,볶음류,김치볶음,100ml,72,5,3.47,5.44,210ml
김치볶음_참치,볶음류,김치볶음,100ml,72,5,3.47,5.44,210ml
김치볶음_참치,볶음류,김치볶음,100ml,239,16.9,16.18,6.21,30.2
김치국,국 및 탕류,김치국,100ml,14,0.9,0.41,1.73,270ml
김치국,국 및 탕류,김치국,100g,20,1.2,0.62,2.33,450g
김치국,국 및 탕류,김치국,100ml,14,0.9,0.41,1.73,270ml
김치국,국 및 탕류,김치국,100g,23,1.34,0.76,2.63,400g
김치국_김치,국 및 탕류,김치국,100ml,12,0.67,0.15,2.15,200ml
김치국_김치_두부,국 및 탕류,김치국,100ml,18,1.52,0.59,1.86,270ml
김치국_김치_콩나물,국 및 탕류,김치국,100ml,10,0.94,0.27,1.38,180ml
김치국_김치_콩나물,국 및 탕류,김치국,100ml,12,1.09,0.31,1.65,210ml
김치국_두부,국 및 탕류,김치국,100ml,18,1.6,0.51,1.7,187.7
김치국_두부,국 및 탕류,김치국,100ml,18,1.6,0.51,1.7,187.7
김치국_콩나물,국 및 탕류,김치국,100g,12,0.82,0.47,1.15,400g
김치국_콩나물,국 및 탕류,김치국,100ml,8,0.6,0.18,1.08,170ml
김치국_콩나물,국 및 탕류,김치국,100ml,8,0.6,0.18,1.08,170ml
김치국_콩나물,국 및 탕류,김치국,100ml,8,0.6,0.18,1.08,170ml
김치국_콩나물,국 및 탕류,김치국,100ml,8,0.6,0.18,1.08,170ml
김치만두,면 및 만두류,김치만두,100ml,76,5.9,2.05,7.9,325.4
김치만두,면 및 만두류,김치만두,100ml,61,4.1,1.53,7.05,325.4
김치만두,면 및 만두류,김치만두,100ml,28,1.8,0.72,3.4,1211
김치 고기만두,면 및 만두류,김치 고기만두,100ml,294,16.2,5.23,42.4,118.2
김치 고기만두,면 및 만두류,김치 고기만두,100ml,294,16.2,5.26,42.38,82ml
김치 고기만두,면 및 만두류,김치 고기만두,100ml,294,16.2,5.26,42.38,82ml
김치 돼지고기볶음,볶음류,김치 돼지고기볶음,100ml,113,8.1,6.61,4.26,50ml
김치 돼지고기볶음,볶음류,김치 돼지고기볶음,100ml,113,8.1,6.61,4.26,50ml
김치 돼지고기볶음,볶음류,김치 돼지고기볶음,100ml,113,8.1,6.61,4.26,50ml
김치 된장국,국 및 탕류,김치 된장국,100ml,15,1.1,0.38,1.97,280ml
김치 된장국,국 및 탕류,김치 된장국,100ml,15,1.1,0.38,1.97,280ml
김치 볶음밥_모듬,밥류,김치 볶음밥,100ml,129,3.8,2.69,21.49,320ml
김치 볶음밥_모듬,밥류,김치 볶음밥,100ml,130,3.8,2.79,21.5,320ml
김치 볶음밥_치즈오븐김치볶음밥,밥류,김치 볶음밥,100g,160,8.29,6.36,16.5,322g
김치 볶음밥_치즈오븐김치볶음밥,밥류,김치 볶음밥,100g,196,7.87,,,356g
김치 청국장찌개,찌개 및 전골류,김치 청국장찌개,100ml,29,2.6,0.72,3.04,340ml
김치 청국장찌개,찌개 및 전골류,김치 청국장찌개,100ml,30,2.6,0.9,3.2,210ml
김치 콩나물국,국 및 탕류,김치 콩나물국,100ml,10,1.2,0.24,1.12,320ml
김치 콩나물국,국 및 탕류,김치 콩나물국,100ml,10,1.1,0.19,1.28,205.2
김치 콩나물국,국 및 탕류,김치 콩나물국,100ml,11,0.9,0.28,1.41,300ml
김치 콩나물국,국 및 탕류,김치 콩나물국,100ml,10,1.1,0.19,1.28,205.2
김밥_소고기,밥류,김밥,100g,179,6.46,5.56,25.78,250g
김밥_참치,밥류,김밥,100g,170,6.44,5.89,22.73,100g
김밥_참치,밥류,김밥,100ml,128,5.3,3.93,17.49,400ml
김밥_참치,밥류,김밥,100g,174,7,7.22,20.26,250g
김밥_참치,밥류,김밥,100ml,128,5.3,3.93,17.49,400ml
김밥_참치,밥류,김밥,100ml,129,6,3.31,18.06,400ml
김밥_참치_고추,밥류,김밥,100ml,119,4.4,3.76,16.42,400ml
김밥_참치_김치,밥류,김밥,100ml,125,5.4,4.45,15.45,400ml
김밥_채소,밥류,김밥,100ml,105,3.3,1.96,18.08,400ml
김밥_채소,밥류,김밥,100ml,102,3.5,1.58,18.05,400ml
김밥_채소,밥류,김밥,100ml,102,3.5,1.58,18.05,400ml
김밥_채소,밥류,김밥,100ml,102,3.5,1.58,18.05,400ml
김밥_채소,밥류,김밥,100g,158,4.6,3.65,26.65,280g
김밥_치즈,밥류,김밥,100g,177,6.24,7.03,22.1,270g
김밥_치즈,밥류,김밥,100ml,122,4.6,2.96,18.66,400ml
김밥_풋고추,밥류,김밥,100g,169,4.88,4.41,27.52,290g
김부각,튀김류,김부각,100ml,158,5.7,7.3,20.73,27.9
김부각,튀김류,김부각,100ml,415,14.9,18.8,55.06,19ml
김부각,튀김류,김부각,100ml,415,14.9,18.8,55.06,19ml
김밥,밥류,김밥,100g,140,4.84,4.55,19.98,230g
김밥,밥류,김밥,100ml,157,4.7,1.83,29.79,330ml
김밥,밥류,김밥,100ml,185,5.8,2.63,33.81,168.3
김밥_계란,밥류,김밥,100ml,97,4.3,2.34,14.22,400ml
김밥_계란,밥류,김밥,100ml,99,4.3,2.1,15.13,400ml
김밥_고추,밥류,김밥,100ml,94,3.2,1.63,16.5,400ml
김밥_김치,밥류,김밥,100ml,109,3.6,1.69,19.29,400ml
김밥_김치,밥류,김밥,100g,130,4.3,4.03,19.17,270g
김밥_날치알,밥류,김밥,100g,177,6.1,4.26,28.66,260g
김밥_날치알,밥류,김밥,100ml,104,4.2,1.9,17.28,400ml
김밥_돈가스,밥류,김밥,100ml,148,4.4,5.63,19.4,400ml
김밥_돈가스,밥류,김밥,100g,202,5.77,5.81,31.64,320g
김밥_멸치_고추,밥류,김밥,100ml,122,5.6,1.79,20.5,400ml
김밥_샐러드,밥류,김밥,100g,162,3.85,5.41,24.58,250g
김밥_샐러드,밥류,김밥,100ml,117,3.4,3.3,18.14,400ml
김밥_샐러리,밥류,김밥,100ml,130,2.8,4.2,19.75,392ml
김밥_소고기,밥류,김밥,100ml,108,4,2.47,16.88,400ml
김밥_소고기,밥류,김밥,100ml,110,4.1,2.3,17.46,400ml
김밥_소고기,밥류,김밥,100g,160,6.39,3.85,25.01,250g
기타차_허니 캐모마일 핫(HOT),음료 및 차류,기타차,100ml,1,0,,,473ml
기타차_화이트 템플티 아이스(ICED),음료 및 차류,기타차,100g,0,0,,,473g
기타차_화이트 템플티 핫(HOT),음료 및 차류,기타차,100g,0,0,,,473g
기타차_히비스커스 유자티 아이스(ICED),음료 및 차류,기타차,100g,38,0.02,,,591g
기타차_히비스커스 유자티 아이스(ICED),음료 및 차류,기타차,100ml,38,0.02,,,591ml
기타차_히비스커스 유자티 핫(HOT),음료 및 차류,기타차,100g,48,0.06,,,473g
기타차_히비스커스 유자티 핫(HOT),음료 및 차류,기타차,100ml,48,0.06,,,473ml
기피편,빵 및 과자류,기피편,100g,220,5.45,0.25,48.99,100g
김구이_조미김,구이류,김구이,100g,470,20.4,30.2,29,5g
김국,국 및 탕류,김국,100ml,13,0.9,0.25,2.34,320ml
김국,국 및 탕류,김국,100ml,14,0.9,0.29,2.27,214.5
김말이튀김,튀김류,김말이튀김,100ml,132,1.1,5.42,19.56,100ml
김말이튀김,튀김류,김말이튀김,100ml,132,1.1,5.42,19.56,100ml
김말이튀김,튀김류,김말이튀김,100g,195,2.05,7.2,30.51,
김말이튀김,튀김류,김말이튀김,100g,245,2.28,11.46,33.11,100g
김말이튀김,튀김류,김말이튀김,100ml,132,1.1,5.42,19.56,100ml
김말이튀김,튀김류,김말이튀김,100ml,132,1.1,5.42,19.56,100ml
김무침,생채·무침류,김무침,100g,259,21.17,10.73,19.33,30g
기타차_청포도 그린티 (L),음료 및 차류,기타차,100g,29,0.21,,,473g
기타차_청포도 그린티+알로에 (J),음료 및 차류,기타차,100g,35,0.15,,,651g
기타차_청포도 그린티+알로에 (L),음료 및 차류,기타차,100g,35,0.21,,,473g
기타차_청포도 자스민티 아이스(ICED) (J),음료 및 차류,기타차,100ml,20,0,,,651ml
기타차_청포도 자스민티 아이스(ICED) (L),음료 및 차류,기타차,100ml,21,0,,,473ml
기타차_청포도 자스민티 핫(HOT) (J),음료 및 차류,기타차,100ml,28,0,,,473ml
기타차_청포도 자스민티 핫(HOT) (L),음료 및 차류,기타차,100ml,24,0,,,414ml
기타차_체리 히비스커스티 아이스(ICED) (L),음료 및 차류,기타차,100g,24,0,,5.81,946g
기타차_체리 히비스커스티 아이스(ICED) (ML),음료 및 차류,기타차,100g,21,0,,5.21,710g
기타차_체리 히비스커스티 핫(HOT) (ML),음료 및 차류,기타차,100g,25,0,,6.26,591g
기타차_체리석류 (L),음료 및 차류,기타차,100g,3,0,,,946g
기타차_한라봉 티 핫(HOT),음료 및 차류,기타차,100ml,45,0.13,,,473ml
기타차_한라봉차,음료 및 차류,기타차,100g,51,0.21,0,,360g
기타차_한라봉차 (L),음료 및 차류,기타차,100g,35,0.05,,,450g
기타차_한라봉차 (R),음료 및 차류,기타차,100g,45,0.08,,,400g
기타차_한라봉차 아이스(ICED),음료 및 차류,기타차,100ml,46,0.12,,,415ml
기타차_한라봉티 아이스(ICED),음료 및 차류,기타차,100g,55,0.08,,,591g
기타차_한라봉티 핫(HOT),음료 및 차류,기타차,100g,45,0.13,,,473g
기타차_허니 캐모마일 아이스(ICED),음료 및 차류,기타차,100ml,1,0,,,473ml
기타차_저칼로리 콜라겐 퀸즈베리 히비스커스티 노슈거 (Venti),음료 및 차류,기타차,100ml,9,0.24,,,650ml
기타차_저칼로리 퀸즈베리 히비스커스티 노슈거 (Tall),음료 및 차류,기타차,100ml,8,0.05,,,360ml
기타차_제로칼로리 깔라만시 캐모마일티 (Venti),음료 및 차류,기타차,100ml,2,0.04,,,650ml
기타차_제로칼로리 레몬 블랙티 제로슈거 (Venti),음료 및 차류,기타차,100ml,2,0.05,,,650ml
기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량),음료 및 차류,기타차,100ml,1,0.07,,,850ml
기타차_제로칼로리 청사과 캐모마일티 제로슈거 (Venti),음료 및 차류,기타차,100ml,2,0.02,,,650ml
기타차_제로칼로리 청포도 캐모마일티 제로슈거 (Venti),음료 및 차류,기타차,100ml,3,0.03,,,650ml
기타차_제로칼로리 청포도 캐모마일티 제로슈거 (초대용량),음료 및 차류,기타차,100ml,3,0.03,,,850ml
기타차_제주 그린티 브리즈 (Grande),음료 및 차류,기타차,100g,47,0,,,473g
기타차_제주 레몬 애플티 아이스(ICED),음료 및 차류,기타차,100ml,64,0,,,354ml
기타차_제주 레몬 애플티 핫(HOT),음료 및 차류,기타차,100ml,64,0,,,354ml
기타차_제주 키위 오션 그린티 (Grande),음료 및 차류,기타차,100g,41,0,,,473g
기타차_제주 한라봉 블랙티 아이스(ICED),음료 및 차류,기타차,100g,41,0,,,416g
기타차_제주 한라봉차 핫(HOT),음료 및 차류,기타차,100ml,46,0.12,,,415ml
기타차_제주당근오렌지티플레저 아이스(ICED),음료 및 차류,기타차,100g,38,0.1,,,591g
기타차_진저 배 티 아이스(ICED),음료 및 차류,기타차,100ml,33,0.21,,,473ml
기타차_진저 배 티 핫(HOT),음료 및 차류,기타차,100ml,41,0,,,473ml
기타차_청포도 그린티 (J),음료 및 차류,기타차,100g,29,0.15,,,651g
기타차_유자캐모마일 아이스(ICED),음료 및 차류,기타차,100ml,51,0.17,,,600ml
기타차_유자캐모마일 아이스(ICED) (더벤티),음료 및 차류,기타차,100ml,53,0.1,,,960ml
기타차_유자캐모마일 핫(HOT),음료 및 차류,기타차,100ml,51,0.17,,,600ml
기타차_인디안 차이티 아이스(ICED),음료 및 차류,기타차,100g,0,0,,,473g
기타차_인디안 차이티 핫(HOT),음료 및 차류,기타차,100g,0,0,,,473g
기타차_자몽 그린티 (J),음료 및 차류,기타차,100g,12,0.15,,,651g
기타차_자몽 그린티 (L),음료 및 차류,기타차,100g,12,0.21,,,473g
기타차_자몽 블랙 프룻티,음료 및 차류,기타차,100g,37,0.1,,,498g
기타차_자몽 블랙 프룻티 아이스(ICED),음료 및 차류,기타차,100g,37,0.1,,,498g
기타차_자몽 블랙 프룻티 핫(HOT),음료 및 차류,기타차,100g,52,0.15,,,394.3
기타차_자몽 얼그레이티 아이스(ICED),음료 및 차류,기타차,100g,53,0,,,473g
기타차_자몽 자스민티 아이스(ICED) (J),음료 및 차류,기타차,100ml,13,0,,,651ml
기타차_자몽 자스민티 아이스(ICED) (L),음료 및 차류,기타차,100ml,13,0,,,473ml
기타차_자몽 자스민티 핫(HOT) (J),음료 및 차류,기타차,100ml,17,0,,,473ml
기타차_자몽 자스민티 핫(HOT) (L),음료 및 차류,기타차,100ml,15,0,,,414ml
기타차_자몽히비스커스티 아이스(ICED),음료 및 차류,기타차,100g,19,0.1,0.01,4.71,650g
기타차_자몽히비스커스티 핫(HOT),음료 및 차류,기타차,100g,25,0.13,0.01,6.12,500g
기타차_작설차,음료 및 차류,기타차,100g,1,0.17,,,100g
기타차_저칼로리 망고 캐모마일티 제로슈거 (Venti),음료 및 차류,기타차,100ml,5,0.05,,,650ml
기타차_스트로베리 릴렉싱티,음료 및 차류,기타차,100g,133,0.36,,,137g
기타차_스트로베리 프룻티,음료 및 차류,기타차,100g,44,0.11,,,458g
기타차_슬림 딸기 레몬 캐모마일티,음료 및 차류,기타차,100g,0,0.06,,,100g
기타차_슬림 망고 레몬 캐모마일티,음료 및 차류,기타차,100g,0,0.06,,,100g
기타차_슬림 망고 리치 히비스커스티,음료 및 차류,기타차,100g,0,0.09,,,100g
기타차_슬림 청포도 레몬 캐모마일티,음료 및 차류,기타차,100g,0,0.06,,,100g
기타차_슬림 청포도 리치 히비스커스티,음료 및 차류,기타차,100g,0,0.07,,,100g
기타차_아임파인 민트티 아이스(ICED),음료 및 차류,기타차,100ml,7,0.01,,,710ml
